epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
12,351.584,1.40294,2.31199,1.11519,0.61279,0.86928,0.7493,0.46353,1.38511,1.27491,1.14692,0.000136885,0.000136885,0.000136885
13,382.314,1.41173,2.22316,1.11926,0.60375,0.82213,0.76822,0.4744,1.40364,1.2672,1.15447,0.00013342,0.00013342,0.00013342
14,412.936,1.39734,2.09262,1.11238,0.6173,0.82485,0.76454,0.46896,1.41235,1.23355,1.16491,0.000129955,0.000129955,0.000129955
15,443.582,1.39198,2.03758,1.11445,0.61776,0.82615,0.76616,0.47576,1.38758,1.26204,1.14474,0.00012649,0.00012649,0.00012649
16,474.259,1.37281,1.95415,1.1032,0.62691,0.84525,0.77291,0.48122,1.37619,1.20818,1.13952,0.000123025,0.000123025,0.000123025
17,504.95,1.37438,1.95871,1.1116,0.59908,0.85501,0.772,0.48168,1.37335,1.19883,1.13784,0.00011956,0.00011956,0.00011956
18,535.743,1.35435,1.87307,1.10058,0.56079,0.85763,0.75704,0.46786,1.37415,1.24714,1.14145,0.000116095,0.000116095,0.000116095
19,566.265,1.35912,1.83645,1.09968,0.61303,0.85123,0.78113,0.4913,1.36234,1.15834,1.1385,0.00011263,0.00011263,0.00011263
20,597.069,1.34695,1.79022,1.09672,0.62797,0.85976,0.77387,0.48932,1.35275,1.15355,1.13954,0.000109165,0.000109165,0.000109165
21,627.814,1.3364,1.71869,1.10291,0.64573,0.81967,0.79749,0.4996,1.35744,1.15056,1.14357,0.0001057,0.0001057,0.0001057
22,658.721,1.33153,1.69639,1.09127,0.62252,0.87803,0.7899,0.49427,1.37775,1.15983,1.13678,0.000102235,0.000102235,0.000102235
23,689.352,1.32529,1.67378,1.0901,0.61248,0.84756,0.78533,0.49764,1.35506,1.16857,1.14149,9.877e-05,9.877e-05,9.877e-05
24,720.088,1.31875,1.62365,1.09517,0.62491,0.85759,0.78533,0.49868,1.34314,1.13246,1.12804,9.5305e-05,9.5305e-05,9.5305e-05
25,750.966,1.30836,1.60024,1.08461,0.67148,0.80805,0.79908,0.50946,1.34354,1.12409,1.1323,9.184e-05,9.184e-05,9.184e-05
26,781.547,1.31145,1.60044,1.09109,0.67379,0.77652,0.7923,0.50155,1.33991,1.12923,1.13729,8.8375e-05,8.8375e-05,8.8375e-05
27,812.498,1.29581,1.55261,1.07912,0.6445,0.81566,0.78973,0.50091,1.34254,1.13095,1.13679,8.491e-05,8.491e-05,8.491e-05
28,842.851,1.29943,1.53402,1.08993,0.63549,0.84663,0.79249,0.50086,1.35565,1.10868,1.14111,8.1445e-05,8.1445e-05,8.1445e-05
29,873.435,1.29905,1.50213,1.08599,0.62455,0.8779,0.79713,0.50614,1.35254,1.11939,1.13651,7.798e-05,7.798e-05,7.798e-05
30,903.929,1.28477,1.52654,1.07797,0.61642,0.87423,0.7992,0.50766,1.34286,1.10032,1.13381,7.4515e-05,7.4515e-05,7.4515e-05
31,934.418,1.26697,1.47004,1.08085,0.61748,0.86792,0.79413,0.50521,1.34254,1.11088,1.13593,7.105e-05,7.105e-05,7.105e-05
32,964.945,1.27643,1.44553,1.07554,0.63029,0.83552,0.79486,0.50745,1.33552,1.11864,1.1298,6.7585e-05,6.7585e-05,6.7585e-05
33,995.771,1.28266,1.44644,1.07636,0.64332,0.84349,0.8019,0.51627,1.3367,1.09543,1.1359,6.412e-05,6.412e-05,6.412e-05
34,1026.64,1.27071,1.42286,1.06632,0.65477,0.81903,0.79553,0.50796,1.33412,1.09863,1.13125,6.0655e-05,6.0655e-05,6.0655e-05
35,1057.27,1.26749,1.40138,1.07117,0.63841,0.81481,0.78317,0.5005,1.32917,1.08963,1.13112,5.719e-05,5.719e-05,5.719e-05
36,1088.05,1.27703,1.39827,1.07982,0.63528,0.86068,0.78576,0.50215,1.32705,1.08641,1.12975,5.3725e-05,5.3725e-05,5.3725e-05
37,1118.95,1.2725,1.38755,1.07465,0.62128,0.88198,0.79381,0.51241,1.32382,1.07992,1.13324,5.026e-05,5.026e-05,5.026e-05
38,1150.13,1.27016,1.37926,1.06868,0.63006,0.88347,0.79148,0.50732,1.33004,1.06561,1.13319,4.6795e-05,4.6795e-05,4.6795e-05
39,1181.19,1.25697,1.36324,1.06893,0.62649,0.89052,0.80753,0.51818,1.32304,1.06804,1.13188,4.333e-05,4.333e-05,4.333e-05
40,1211.88,1.26619,1.37129,1.06442,0.63237,0.88514,0.79971,0.5119,1.33389,1.06518,1.13464,3.9865e-05,3.9865e-05,3.9865e-05
41,1268.81,1.21844,1.42289,1.10545,0.64782,0.8366,0.79179,0.50372,1.33631,1.08757,1.14045,3.64e-05,3.64e-05,3.64e-05
42,1299.39,1.21142,1.38372,1.09872,0.60312,0.90866,0.78534,0.50462,1.32502,1.09178,1.13409,3.2935e-05,3.2935e-05,3.2935e-05
43,1329.69,1.21301,1.36424,1.09165,0.62416,0.87287,0.79405,0.51277,1.32763,1.08217,1.13307,2.947e-05,2.947e-05,2.947e-05
44,1359.95,1.19606,1.35098,1.08833,0.62694,0.89107,0.79214,0.512,1.32921,1.08057,1.13407,2.6005e-05,2.6005e-05,2.6005e-05
45,1390.12,1.19171,1.32969,1.08528,0.66421,0.83066,0.79623,0.5152,1.32543,1.07549,1.13246,2.254e-05,2.254e-05,2.254e-05
46,1420.26,1.18578,1.32806,1.08808,0.63597,0.87375,0.79287,0.51148,1.32989,1.0831,1.13308,1.9075e-05,1.9075e-05,1.9075e-05
47,1450.3,1.18185,1.32525,1.09024,0.63832,0.86014,0.79171,0.51296,1.32387,1.07695,1.13093,1.561e-05,1.561e-05,1.561e-05
48,1480.44,1.18848,1.31526,1.08661,0.6503,0.86318,0.79604,0.51104,1.3281,1.06879,1.13076,1.2145e-05,1.2145e-05,1.2145e-05
49,1510.92,1.18491,1.30046,1.0851,0.63231,0.88809,0.79526,0.51417,1.32875,1.07039,1.13318,8.68e-06,8.68e-06,8.68e-06
50,1540.93,1.16627,1.29785,1.08589,0.64839,0.84406,0.79107,0.51253,1.32276,1.06591,1.12787,5.215e-06,5.215e-06,5.215e-06
