epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,5008.48,1.1455,0.84329,1.10511,0.62555,0.86909,0.79959,0.50943,1.37329,0.95118,1.29567,0.00552025,0.00552025,0.00552025
183,5035.56,1.13421,0.83044,1.10578,0.65614,0.82621,0.79488,0.50911,1.37592,0.9554,1.30124,0.0054955,0.0054955,0.0054955
184,5062.67,1.14336,0.83961,1.09792,0.67639,0.78905,0.79886,0.5112,1.36464,0.95085,1.29209,0.00547075,0.00547075,0.00547075
185,5089.81,1.14967,0.82642,1.10481,0.64669,0.83482,0.79775,0.51064,1.36755,0.96072,1.296,0.005446,0.005446,0.005446
186,5116.8,1.15808,0.83182,1.10037,0.66896,0.79879,0.79494,0.50764,1.37621,0.95429,1.29426,0.00542125,0.00542125,0.00542125
187,5143.89,1.12934,0.83074,1.08937,0.66341,0.82542,0.80679,0.51048,1.38931,0.96814,1.29737,0.0053965,0.0053965,0.0053965
188,5170.86,1.13116,0.82023,1.10683,0.66092,0.81443,0.80632,0.51117,1.37812,0.95913,1.29084,0.00537175,0.00537175,0.00537175
189,5198.11,1.15589,0.82539,1.10891,0.67128,0.82097,0.8091,0.51227,1.37091,0.95799,1.28963,0.005347,0.005347,0.005347
190,5225.15,1.14583,0.81907,1.10799,0.67982,0.81666,0.80435,0.51114,1.37672,0.95477,1.29551,0.00532225,0.00532225,0.00532225
191,5252.14,1.15404,0.82465,1.10101,0.64694,0.846,0.80185,0.50941,1.37658,0.95595,1.29907,0.0052975,0.0052975,0.0052975
192,5279.26,1.13103,0.8322,1.09577,0.65609,0.83831,0.79799,0.50493,1.38138,0.96139,1.30293,0.00527275,0.00527275,0.00527275
193,5306.38,1.12725,0.82481,1.10303,0.65504,0.82106,0.80095,0.51081,1.38554,0.98027,1.30254,0.005248,0.005248,0.005248
194,5333.45,1.12794,0.81565,1.10069,0.64324,0.81906,0.80079,0.50748,1.39554,0.9968,1.31,0.00522325,0.00522325,0.00522325
195,5360.58,1.13437,0.80844,1.10831,0.63522,0.83319,0.79406,0.50241,1.39379,0.98736,1.31072,0.0051985,0.0051985,0.0051985
196,5387.83,1.12985,0.82168,1.09623,0.65602,0.84094,0.80128,0.50847,1.37661,0.96203,1.2962,0.00517375,0.00517375,0.00517375
197,5414.8,1.12977,0.81515,1.09769,0.63105,0.86354,0.79082,0.50545,1.36918,0.9687,1.29239,0.005149,0.005149,0.005149
198,5441.82,1.13398,0.8243,1.10758,0.64816,0.85157,0.80152,0.51336,1.36023,0.9532,1.29177,0.00512425,0.00512425,0.00512425
199,5468.75,1.12102,0.8105,1.097,0.65424,0.8366,0.79699,0.50736,1.37756,0.97021,1.30084,0.0050995,0.0050995,0.0050995
200,5495.85,1.12032,0.81931,1.09257,0.65954,0.83296,0.79772,0.50744,1.37979,0.97164,1.29706,0.00507475,0.00507475,0.00507475
201,5522.85,1.12713,0.81948,1.09859,0.63018,0.8767,0.792,0.50693,1.38475,0.97913,1.29855,0.00505,0.00505,0.00505
202,5549.75,1.1112,0.78798,1.09477,0.63378,0.8491,0.78729,0.50251,1.38258,0.99592,1.29839,0.00502525,0.00502525,0.00502525
203,5576.91,1.10503,0.81276,1.09167,0.65082,0.81495,0.78646,0.50416,1.38188,0.98679,1.29635,0.0050005,0.0050005,0.0050005
204,5603.82,1.11836,0.79666,1.09304,0.65658,0.81761,0.795,0.50755,1.39394,0.99708,1.30522,0.00497575,0.00497575,0.00497575
205,5630.86,1.10141,0.79222,1.08538,0.64858,0.82826,0.78937,0.5015,1.39418,1.00544,1.30928,0.004951,0.004951,0.004951
206,5657.99,1.11823,0.79872,1.09844,0.63075,0.84675,0.79293,0.5062,1.37858,0.98904,1.30079,0.00492625,0.00492625,0.00492625
207,5685.07,1.12726,0.80364,1.09627,0.62408,0.86992,0.786,0.50067,1.37653,0.98182,1.29746,0.0049015,0.0049015,0.0049015
208,5712.11,1.10205,0.7934,1.08982,0.63276,0.86591,0.79379,0.50323,1.37827,0.98518,1.29815,0.00487675,0.00487675,0.00487675
209,5739.19,1.10036,0.79238,1.08799,0.64462,0.85618,0.79925,0.50776,1.37274,0.98692,1.29397,0.004852,0.004852,0.004852
210,5766.48,1.10723,0.78683,1.08907,0.64614,0.84391,0.79467,0.50396,1.38076,0.97795,1.30318,0.00482725,0.00482725,0.00482725
211,5793.53,1.09684,0.77426,1.09468,0.64438,0.81985,0.79378,0.50427,1.37622,0.99159,1.29813,0.0048025,0.0048025,0.0048025
212,5820.74,1.10337,0.80113,1.09012,0.65893,0.81968,0.79829,0.51049,1.37048,0.97661,1.29271,0.00477775,0.00477775,0.00477775
213,5847.96,1.10324,0.78768,1.09172,0.64096,0.85771,0.79751,0.50797,1.37429,0.98414,1.29712,0.004753,0.004753,0.004753
214,5875.11,1.09873,0.79103,1.0816,0.62175,0.87671,0.79298,0.50289,1.3784,0.98937,1.29734,0.00472825,0.00472825,0.00472825
215,5902.32,1.0945,0.79389,1.08948,0.64714,0.84155,0.79632,0.5028,1.37924,0.98464,1.29824,0.0047035,0.0047035,0.0047035
216,5929.56,1.09957,0.76915,1.08264,0.63816,0.84852,0.79914,0.50629,1.38024,0.98303,1.30258,0.00467875,0.00467875,0.00467875
217,5956.73,1.08224,0.79228,1.08212,0.63479,0.85692,0.7935,0.5036,1.38177,0.99319,1.30748,0.004654,0.004654,0.004654
218,5983.91,1.08944,0.77051,1.07899,0.64149,0.84961,0.79213,0.50021,1.38709,0.99324,1.31351,0.00462925,0.00462925,0.00462925
219,6010.88,1.08517,0.77867,1.08548,0.64146,0.83615,0.79375,0.50506,1.37651,0.98374,1.3076,0.0046045,0.0046045,0.0046045
220,6037.87,1.08432,0.77714,1.07606,0.63867,0.83846,0.79354,0.50452,1.38102,0.99532,1.3104,0.00457975,0.00457975,0.00457975
221,6065.05,1.07667,0.77189,1.07273,0.62474,0.86577,0.78543,0.49373,1.39467,1.00405,1.32048,0.004555,0.004555,0.004555
222,6092.24,1.08442,0.77108,1.07677,0.61829,0.85959,0.7852,0.49502,1.39736,1.0106,1.31842,0.00453025,0.00453025,0.00453025
223,6119.65,1.07495,0.77263,1.07016,0.62354,0.85975,0.77931,0.4928,1.39568,1.00965,1.31833,0.0045055,0.0045055,0.0045055
224,6146.85,1.08513,0.78013,1.08575,0.62423,0.86438,0.78539,0.49601,1.39553,1.00293,1.31733,0.00448075,0.00448075,0.00448075
225,6174.01,1.07941,0.77543,1.07777,0.62826,0.85154,0.78276,0.49429,1.39848,1.00277,1.31774,0.004456,0.004456,0.004456
226,6201.18,1.07574,0.78096,1.07762,0.64805,0.80479,0.78287,0.49187,1.4041,1.00247,1.32019,0.00443125,0.00443125,0.00443125
